kode,username,status,judul,penulis,rating,jml hlm,genre,sinopsis
B45,@aphrodul,Borrowing,Merahnya Merah,Iwan Simatupang,3.99,124,"fiksi, literasi indonesia","“Sebelum revolusi, dia calon rahib. Selama revolusi, dia komandan kompi. Diakhir revolusi, dia algojo berdarah dingin. Sesudah revolusi, dia masuk rumah sakit jiwa!” Pembukaan novel yang mencekam seperti itu, sampai dengan tahun 1960 silam, merupakan pembukaan novel yang khas milik Iwan Simatupang. Pembukaan novel yang padat, penuh dengan pandangan-pandangan hidupnya. Ini juga yang menjadi dasar konsep penulisan kesustraannya yang sarat dengan personifikasi teori eksistensialisme. Novel yang mulai ditulis 18 Maret 1961 hingga 9 September 1961, menampilkan Tokoh kita. Yang dengan kesadarannya bergelimang pada nilai-nilai irasionalisme, kesadaran pada nilai-nilai ‘gelandangannya’, tak jelas mana makna dan realitas. Hingga akhirnya terbias menjadi manusia-manusia kalah dalam usaha memahami apa sebenarnya hakikat hidup ini."
B45,@leechanitb,Queue,Merahnya Merah,Iwan Simatupang,3.99,124,"fiksi, literasi indonesia","“Sebelum revolusi, dia calon rahib. Selama revolusi, dia komandan kompi. Diakhir revolusi, dia algojo berdarah dingin. Sesudah revolusi, dia masuk rumah sakit jiwa!” Pembukaan novel yang mencekam seperti itu, sampai dengan tahun 1960 silam, merupakan pembukaan novel yang khas milik Iwan Simatupang. Pembukaan novel yang padat, penuh dengan pandangan-pandangan hidupnya. Ini juga yang menjadi dasar konsep penulisan kesustraannya yang sarat dengan personifikasi teori eksistensialisme. Novel yang mulai ditulis 18 Maret 1961 hingga 9 September 1961, menampilkan Tokoh kita. Yang dengan kesadarannya bergelimang pada nilai-nilai irasionalisme, kesadaran pada nilai-nilai ‘gelandangannya’, tak jelas mana makna dan realitas. Hingga akhirnya terbias menjadi manusia-manusia kalah dalam usaha memahami apa sebenarnya hakikat hidup ini."
B45,@twinklewrinckle,Queue,Merahnya Merah,Iwan Simatupang,3.99,124,"fiksi, literasi indonesia","“Sebelum revolusi, dia calon rahib. Selama revolusi, dia komandan kompi. Diakhir revolusi, dia algojo berdarah dingin. Sesudah revolusi, dia masuk rumah sakit jiwa!” Pembukaan novel yang mencekam seperti itu, sampai dengan tahun 1960 silam, merupakan pembukaan novel yang khas milik Iwan Simatupang. Pembukaan novel yang padat, penuh dengan pandangan-pandangan hidupnya. Ini juga yang menjadi dasar konsep penulisan kesustraannya yang sarat dengan personifikasi teori eksistensialisme. Novel yang mulai ditulis 18 Maret 1961 hingga 9 September 1961, menampilkan Tokoh kita. Yang dengan kesadarannya bergelimang pada nilai-nilai irasionalisme, kesadaran pada nilai-nilai ‘gelandangannya’, tak jelas mana makna dan realitas. Hingga akhirnya terbias menjadi manusia-manusia kalah dalam usaha memahami apa sebenarnya hakikat hidup ini."
B46,@adelisread,Borrowed,Merasa Pintar Bodoh Saja Tak Punya,Rusdi Mathari,4.43,226,"fiksi, agama, slice of life, cerpen","Serial Cak Dlahom mulanya dimuat di situs mojok.co selama ramadan 2015 dan 2016. Telah dibaca lebih dari enam ratus ribu kali, kini sufi ala Madura ini hadir lewat buku untuk mengajak kita merenungkan kesombongan kita yang acap merasa lebih pintar."
B46,@inaylael06,Borrowing,Merasa Pintar Bodoh Saja Tak Punya,Rusdi Mathari,4.43,226,"fiksi, agama, slice of life, cerpen","Serial Cak Dlahom mulanya dimuat di situs mojok.co selama ramadan 2015 dan 2016. Telah dibaca lebih dari enam ratus ribu kali, kini sufi ala Madura ini hadir lewat buku untuk mengajak kita merenungkan kesombongan kita yang acap merasa lebih pintar."
B46,@rembulansenjaaa,Borrowed,Merasa Pintar Bodoh Saja Tak Punya,Rusdi Mathari,4.43,226,"fiksi, agama, slice of life, cerpen","Serial Cak Dlahom mulanya dimuat di situs mojok.co selama ramadan 2015 dan 2016. Telah dibaca lebih dari enam ratus ribu kali, kini sufi ala Madura ini hadir lewat buku untuk mengajak kita merenungkan kesombongan kita yang acap merasa lebih pintar."
B47,@1ovingpinkeu,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@723_rara,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@aaasnkra__,Queue,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@amasisseo,Queue,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@anxiechic,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@awsoomekyung,No Response,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@b_santy_hyun,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@bebekmerahh,Skipped,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@bruziati,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@cacabacabuku,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@chikikaho,Queue,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@dualapanjunii,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@fatmajanaa,Queue,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@filothena,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@flowerestial,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@fshofuro24179,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@greenysundae,Borrowing,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@heheinaja,Borrowing,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@hepisoda,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@hoyeonaa,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@huichilnyem,Queue,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@hyaacintth,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@hyunayul,No Response,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@interkostal,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@kireishun,Borrowing,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@lady_timotimoti,Borrowed,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
B47,@laurayuwi,Queue,Minimarket yang Merepotkan,Kim Ho Yeon,4.09,400,"fiksi, keluarga, slice of life, k-lit","Ada pertemuan yang mengubah hidupmu. Dokgo adalah seorang tunawisma hilang ingatan yang berkeliaran di Stasiun Seoul. Suatu hari ia memungut dompet seorang nenek yang ternyata pengelola sebuah minimarket. Nenek tersebut melihat ketulusan Dokgo dan memberinya pekerjaan di minimarket tersebut. Di sana, Dokgo mulai berinteraksi dengan banyak orang dan tanpa sadar mengubah jalan hidup mereka. Ada seorang gadis yang tak tahu ingin jadi apa di masa depan. Ada seorang ibu yang tak bisa berkomunikasi dengan anaknya. Ada pula lelaki pegawai kantoran yang merasa rendah diri dan tak diterima oleh istri dan putri kembarnya, dan masih banyak orang yang bertemu dengan Dokgo. Akan tetapi, satu misteri terbesar masih tetap tersisa; siapa sebenarnya Dokgo?"
